./img/question_1.png,"문제
[Latex_1]","{
    ""Latex_1"": {
        ""Origin"": ""\\( \n1 + [FRAC 1] 을 간단히 하시오.\n\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{1}{1 + [FRAC 2]}"",
            ""[FRAC 2]"": ""\\frac{1}{1 + [FRAC 3]}"",
            ""[FRAC 3]"": ""\\frac{1}{x}""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""일 더하기 [FRAC 1]을 간단히 하시오."",
        ""Frac_list"": {
            ""[FRAC 1]"": ""일 더하기 [FRAC 2] 분의 일"",
            ""[FRAC 2]"": ""일 더하기 [FRAC 3] 분의 일"",
            ""[FRAC 3]"": ""엑스 분의 일  ""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""일 더하기 [일 더하기 [일 더하기 [엑스 분의 일] 분의 일] 분의 일]을 간단히 하시오."",
        ""Frac_list"": {
            ""[FRAC 1]"": ""일 더하기 [FRAC 2] 분의 일"",
            ""[FRAC 2]"": ""일 더하기 [FRAC 3] 분의 일"",
            ""[FRAC 3]"": ""엑스 분의 일  ""
        }
    }
}",문제: 일 더하기 일 더하기 일 더하기 엑스 분의 일을 간단히 하시오.,,
./img/question_1124.png,"문제
부등식 [Latex_1]을 만족시키는 자연수 [Latex_2]의 값은

선지
1 6
2 7
3 8
4 9
5 10","{
    ""Latex_1"": {
        ""Origin"": ""\\([INEQUAL 1]\\)"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""100 < \\binom{n}{C_1} + \\binom{n}{C_2} + \\binom{n}{C_3} + \\cdots + \\binom{n}{C_n} < 200""
        }
    },
    ""Latex_2"": {
        ""Origin"": ""\\(n\\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""\n[INEQUAL 1]"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""백은 엔씨일 더하기 엔씨이 더하기 엔씨삼 더하기 쭉 더하기 엔씨엔보다 작고, 엔씨일 더하기 엔씨이 더하기 엔씨삼 더하기 쭉 더하기 엔씨엔은 이백보다 작다.""
        }
    },
    ""Latex_2"": {
        ""Origin"": ""엔""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""\n[백은 엔씨일 더하기 엔씨이 더하기 엔씨삼 더하기 쭉 더하기 엔씨엔보다 작고, 엔씨일 더하기 엔씨이 더하기 엔씨삼 더하기 쭉 더하기 엔씨엔은 이백보다 작다.]"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""백은 엔씨일 더하기 엔씨이 더하기 엔씨삼 더하기 쭉 더하기 엔씨엔보다 작고, 엔씨일 더하기 엔씨이 더하기 엔씨삼 더하기 쭉 더하기 엔씨엔은 이백보다 작다.""
        }
    },
    ""Latex_2"": {
        ""Origin"": ""엔""
    }
}","문제
부등식 백은 엔씨일 더하기 엔씨이 더하기 엔씨삼 더하기 쭉 더하기 엔씨엔보다 작고, 엔씨일 더하기 엔씨이 더하기 엔씨삼 더하기 쭉 더하기 엔씨엔은 이백보다 작다를 만족시키는 자연수 엔의 값은

선지
1 6
2 7
3 8
4 9
5 10",,
./img/question_1128.png,"문제
[Latex_1]

선지
1 1
2 2
3 4
4 5
5 6","{
    ""Latex_1"": {
        ""Origin"": ""\\(\n\\left(mx^2 + [FRAC 1]\\right)^5 의 전개식에서  x^4 의 계수가  80 일 때, 실수  m 의 값은?\n\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{1}{x}""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""엠엑스제곱 더하기 [FRAC 1]의 오제곱의 전개식에서 엑스의 사제곱의 계수가 팔십일 때, 실수 엠의 값은?"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""엑스 분의 일  ""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""엠엑스제곱 더하기 [엑스 분의 일]의 오제곱의 전개식에서 엑스의 사제곱의 계수가 팔십일 때, 실수 엠의 값은?"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""엑스 분의 일  ""
        }
    }
}","문제: 엠엑스제곱 더하기 엑스 분의 일의 오제곱의 전개식에서 엑스의 사제곱의 계수가 팔십일 때, 실수 엠의 값은?

선지:
1. 1
2. 2
3. 4
4. 5
5. 6",,
./img/question_1140.png,"문제
집합 [Latex_1]에 대하여 [Latex_2]에서 [Latex_3]로의 함수 [Latex_4] 중에서 [Latex_5]인 함수의 개수를 구하시오","{
    ""Latex_1"": {
        ""Origin"": ""\\( X = \\{1, 2, 3, 4, 5\\} \\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\( X \\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\( X \\)""
    },
    ""Latex_4"": {
        ""Origin"": ""\\( f \\)""
    },
    ""Latex_5"": {
        ""Origin"": ""\\( [INEQUAL 1] \\)"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""f(1) = f(4) > 3""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""엑스는 집합 일, 이, 삼, 사, 오""
    },
    ""Latex_2"": {
        ""Origin"": ""엑스""
    },
    ""Latex_3"": {
        ""Origin"": ""엑스""
    },
    ""Latex_4"": {
        ""Origin"": ""에프""
    },
    ""Latex_5"": {
        ""Origin"": ""\n[INEQUAL 1] 부등식"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""에프 괄호 일은 에프 괄호 사는 삼보다 크다.""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""엑스는 집합 일, 이, 삼, 사, 오""
    },
    ""Latex_2"": {
        ""Origin"": ""엑스""
    },
    ""Latex_3"": {
        ""Origin"": ""엑스""
    },
    ""Latex_4"": {
        ""Origin"": ""에프""
    },
    ""Latex_5"": {
        ""Origin"": ""\n[에프 괄호 일은 에프 괄호 사는 삼보다 크다.] 부등식"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""에프 괄호 일은 에프 괄호 사는 삼보다 크다.""
        }
    }
}","문제
집합 엑스는 집합 일, 이, 삼, 사, 오에 대하여 엑스에서 엑스로의 함수 에프 중에서 에프 괄호 일은 에프 괄호 사는 삼보다 크다는 부등식을 만족하는 함수의 개수를 구하시오.",,
./img/question_115.png,"문제
함수 [Latex_1]에 대하여 [Latex_2] [Latex_3]으로 정의할 때 [Latex_4]의 값은 단 [Latex_5]은 자연수

선지
1 [Latex_6]
2 [Latex_7]
3 [Latex_8]
4 [Latex_9]
5 [Latex_10]","{
    ""Latex_1"": {
        ""Origin"": ""\\( f(x) = [FRAC 1] \\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{x - 1}{x}""
        }
    },
    ""Latex_2"": {
        ""Origin"": ""\\( f^1 = f \\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\( f^{n+1} = f \\circ f^n \\)""
    },
    ""Latex_4"": {
        ""Origin"": ""\\( f^{2024}(3) \\)""
    },
    ""Latex_5"": {
        ""Origin"": ""\\( n \\)""
    },
    ""Latex_6"": {
        ""Origin"": ""\\(-1\\)""
    },
    ""Latex_7"": {
        ""Origin"": ""\\(-[FRAC 1]\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{1}{2}""
        }
    },
    ""Latex_8"": {
        ""Origin"": ""\\(0\\)""
    },
    ""Latex_9"": {
        ""Origin"": ""\\([FRAC 1]\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{1}{2}""
        }
    },
    ""Latex_10"": {
        ""Origin"": ""\\(1\\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스는 [FRAC 1]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""엑스 분의 엑스 빼기 일""
        }
    },
    ""Latex_2"": {
        ""Origin"": ""\n에프의 일제곱은 에프""
    },
    ""Latex_3"": {
        ""Origin"": ""에프의 엔 더하기 일은 에프 합성 에프의 엔""
    },
    ""Latex_4"": {
        ""Origin"": ""에프 이천이십사 삼""
    },
    ""Latex_5"": {
        ""Origin"": ""엔""
    },
    ""Latex_6"": {
        ""Origin"": ""마이너스 일""
    },
    ""Latex_7"": {
        ""Origin"": ""\n마이너스 [FRAC 1]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""이 분의 일""
        }
    },
    ""Latex_8"": {
        ""Origin"": ""영""
    },
    ""Latex_9"": {
        ""Origin"": ""\n[FRAC 1]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""이 분의 일""
        }
    },
    ""Latex_10"": {
        ""Origin"": ""일""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에프엑스는 [엑스 분의 엑스 빼기 일]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""엑스 분의 엑스 빼기 일""
        }
    },
    ""Latex_2"": {
        ""Origin"": ""\n에프의 일제곱은 에프""
    },
    ""Latex_3"": {
        ""Origin"": ""에프의 엔 더하기 일은 에프 합성 에프의 엔""
    },
    ""Latex_4"": {
        ""Origin"": ""에프 이천이십사 삼""
    },
    ""Latex_5"": {
        ""Origin"": ""엔""
    },
    ""Latex_6"": {
        ""Origin"": ""마이너스 일""
    },
    ""Latex_7"": {
        ""Origin"": ""\n마이너스 [이 분의 일]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""이 분의 일""
        }
    },
    ""Latex_8"": {
        ""Origin"": ""영""
    },
    ""Latex_9"": {
        ""Origin"": ""\n[이 분의 일]"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""이 분의 일""
        }
    },
    ""Latex_10"": {
        ""Origin"": ""일""
    }
}","문제
함수 에프엑스는 엑스 분의 엑스 빼기 일에 대하여 에프의 일제곱은 에프, 에프의 엔 더하기 일은 에프 합성 에프의 엔으로 정의할 때 에프 이천이십사 삼의 값은 단 엔은 자연수

선지
1 마이너스 일
2 마이너스 이 분의 일
3 영
4 이 분의 일
5 일",제곱,
./img/question_1159.png,"문제
주사위 1개와 동전 1개가 있다 주사위를 던져서 6의 눈이 나오면 동전을 3번 던지고 6이 아닌 눈이 나오면 동전을 2번 던질 때 동전의 앞면이 1번 나올 확률을 구하시오",,,,,,
./img/question_1164.png,"문제
오른쪽 그림과 같은 정삼각형 모양의 탁자에 6명이 둘러앉는 경우의 수는 단 회전하여 일치하는 것은 같은 것으로 본다

선지
1 120
2 240
3 300
4 600
5 720",,,,,,
./img/question_1178.png,"문제
[Latex_1]

선지
1 [Latex_2]
2 [Latex_3]
3 [Latex_4]
4 [Latex_5]
5 [Latex_6]","{
    ""Latex_1"": {
        ""Origin"": ""\\(\n_{10}C_1 \\cdot 2^9 + _{10}C_2 \\cdot 2^8 + _{10}C_3 \\cdot 2^7 + \\cdots + _{10}C_9 \\cdot 2 + _{10}C_{10} 의 값은?\n\\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\(2^{10}\\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\(3^{10}\\)""
    },
    ""Latex_4"": {
        ""Origin"": ""\\(3^{10} - 2^{10}\\)""
    },
    ""Latex_5"": {
        ""Origin"": ""\\(2^{10} + 3^{10}\\)""
    },
    ""Latex_6"": {
        ""Origin"": ""\\(10^{10}\\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""십씨일 곱하기 이의 구승 더하기 십씨이 곱하기 이의 팔승 더하기 십씨삼 곱하기 이의 칠승 더하기 점점점 더하기 십씨구 곱하기 이 더하기 십씨십의 값은?""
    },
    ""Latex_2"": {
        ""Origin"": ""이의 십제곱""
    },
    ""Latex_3"": {
        ""Origin"": ""삼의 십제곱""
    },
    ""Latex_4"": {
        ""Origin"": ""삼의 십제곱 빼기 이의 십제곱""
    },
    ""Latex_5"": {
        ""Origin"": ""이의 십제곱 더하기 삼의 십제곱""
    },
    ""Latex_6"": {
        ""Origin"": ""\n십의 십제곱""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""십씨일 곱하기 이의 구승 더하기 십씨이 곱하기 이의 팔승 더하기 십씨삼 곱하기 이의 칠승 더하기 점점점 더하기 십씨구 곱하기 이 더하기 십씨십의 값은?""
    },
    ""Latex_2"": {
        ""Origin"": ""이의 십제곱""
    },
    ""Latex_3"": {
        ""Origin"": ""삼의 십제곱""
    },
    ""Latex_4"": {
        ""Origin"": ""삼의 십제곱 빼기 이의 십제곱""
    },
    ""Latex_5"": {
        ""Origin"": ""이의 십제곱 더하기 삼의 십제곱""
    },
    ""Latex_6"": {
        ""Origin"": ""\n십의 십제곱""
    }
}","문제  
십씨일 곱하기 이의 구승 더하기 십씨이 곱하기 이의 팔승 더하기 십씨삼 곱하기 이의 칠승 더하기 점점점 더하기 십씨구 곱하기 이 더하기 십씨십의 값은?

선지  
1 이의 십제곱  
2 삼의 십제곱  
3 삼의 십제곱 빼기 이의 십제곱  
4 이의 십제곱 더하기 삼의 십제곱  
5 십의 십제곱  ",,
./img/question_1194.png,"문제
주머니 속에 1 2 3 4의 숫자가 각각 하나씩 적힌 구슬이 각각 3개씩 들어 있다 이 주머니에서 3개의 구슬을 임의추출할 때 구슬에 적힌 숫자의 평균을 [Latex_1]라 하자 이때 [Latex_2]의 값을 구하시오","{
    ""Latex_1"": {
        ""Origin"": ""\\(\\overline{X}\\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\(E(2\\overline{X} - 3) + V(6\\overline{X})\\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""엑스 바""
    },
    ""Latex_2"": {
        ""Origin"": ""\n이엑스 바 빼기 삼의 기대값 더하기 육엑스 바의 분산""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""엑스 바""
    },
    ""Latex_2"": {
        ""Origin"": ""\n이엑스 바 빼기 삼의 기대값 더하기 육엑스 바의 분산""
    }
}","문제는 주머니 속에 1, 2, 3, 4의 숫자가 각각 하나씩 적힌 구슬이 각각 3개씩 들어 있을 때, 이 주머니에서 3개의 구슬을 임의로 추출하여 구슬에 적힌 숫자의 평균을 엑스 바라고 할 때, 이엑스 바 빼기 삼의 기대값 더하기 육엑스 바의 분산의 값을 구하는 것입니다.",,
./img/question_1198.png,"문제
7개의 문자 [Latex_1]를 일렬로 나열할 때 양 끝에 서로 다른 문자가 오는 경우의 수를 구하시오","{
    ""Latex_1"": {
        ""Origin"": ""\\(a, b, b, c, c, c, d\\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에이, 비, 비, 씨, 씨, 씨, 디""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에이, 비, 비, 씨, 씨, 씨, 디""
    }
}","주어진 문자들을 일렬로 나열할 때, 양 끝에 서로 다른 문자가 오도록 하는 경우의 수를 구해보겠습니다.

주어진 문자들은 에이, 비, 비, 씨, 씨, 씨, 디입니다. 이 중 서로 다른 문자는 에이, 비, 씨, 디 네 가지입니다.

양 끝에 서로 다른 문자가 오도록 하려면, 가능한 경우는 다음과 같습니다:
- 에이와 디
- 에이와 비
- 에이와 씨
- 비와 디
- 비와 씨
- 씨와 디

각 경우에 대해 나머지 문자를 나열하는 방법을 계산해야 합니다.

1. 에이와 디가 양 끝에 오는 경우:
   - 남은 문자: 비, 비, 씨, 씨, 씨
   - 나열 방법: 5! / (2! * 3!) = 10

2. 에이와 비가 양 끝에 오는 경우:
   - 남은 문자: 비, 씨, 씨, 씨, 디
   - 나열 방법: 5! / 3! = 20

3. 에이와 씨가 양 끝에 오는 경우:
   - 남은 문자: 비, 비, 씨, 디
   - 나열 방법: 4! / 2! = 12

4. 비와 디가 양 끝에 오는 경우:
   - 남은 문자: 비, 씨, 씨, 씨, 에이
   - 나열 방법: 5! / 3! = 20

5. 비와 씨가 양 끝에 오는 경우:
   - 남은 문자: 비, 씨, 씨, 디, 에이
   - 나열 방법: 5! / 2! = 60

6. 씨와 디가 양 끝에 오는 경우:
   - 남은 문자: 비, 비, 씨, 에이
   - 나열 방법: 4! / 2! = 12

각 경우의 수를 모두 더하면:
10 + 20 + 12 + 20 + 60 + 12 = 134

따라서, 양 끝에 서로 다른 문자가 오는 경우의 수는 134가지입니다.",문제 곡해(Merge),
./img/question_1200.png,"문제
[Latex_1]","{
    ""Latex_1"": {
        ""Origin"": ""\\(\n[FRAC 1] = 2^n 을 만족시키는 자연수  n 의 값을 구하시오.\n\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{{^{15}C_0 + ^{15}C_2 + ^{15}C_4 + \\cdots + ^{15}C_{14}}}{{^9C_0 + ^9C_1 + ^9C_2 + ^9C_3 + ^9C_4}}""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""\n[FRAC 1]이 이의 엔제곱을 만족시키는 자연수 엔의 값을 구하시오."",
        ""Frac_list"": {
            ""[FRAC 1]"": ""구씨영 더하기 구씨일 더하기 구씨이 더하기 구씨삼 더하기 구씨사 분의 십오씨영 더하기 십오씨이 더하기 십오씨사 더하기 쭉 더하기 십오씨십사""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""\n[구씨영 더하기 구씨일 더하기 구씨이 더하기 구씨삼 더하기 구씨사 분의 십오씨영 더하기 십오씨이 더하기 십오씨사 더하기 쭉 더하기 십오씨십사]이 이의 엔제곱을 만족시키는 자연수 엔의 값을 구하시오."",
        ""Frac_list"": {
            ""[FRAC 1]"": ""구씨영 더하기 구씨일 더하기 구씨이 더하기 구씨삼 더하기 구씨사 분의 십오씨영 더하기 십오씨이 더하기 십오씨사 더하기 쭉 더하기 십오씨십사""
        }
    }
}",문제: 구씨영 더하기 구씨일 더하기 구씨이 더하기 구씨삼 더하기 구씨사 분의 십오씨영 더하기 십오씨이 더하기 십오씨사 더하기 쭉 더하기 십오씨십사가 이의 엔제곱을 만족시키는 자연수 엔의 값을 구하시오.,,
./img/question_1206.png,"문제
어떤 학생이 정답이 한 개인 오지선다형 문제 100개에 임의로 답을 할 때 [Latex_1]개 이상의 문제를 맞힐 확률이 002라 한다 오른쪽 표준정규분포표를 이용하여 상수 [Latex_2]의 값을 구하시오

[Latex_3]","{
    ""Latex_1"": {
        ""Origin"": ""\\(a\\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\(a\\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\(\n\\begin{cases}\n\\hline\nz & P([INEQUAL 1]) \\\\\n\\hline\n1.0 & 0.34 \\\\\n1.5 & 0.43 \\\\\n2.0 & 0.48 \\\\\n2.5 & 0.49 \\\\\n\\hline\n\\end{cases}\n\\)"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""0 \\leq Z \\leq z""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에이""
    },
    ""Latex_2"": {
        ""Origin"": ""에이""
    },
    ""Latex_3"": {
        ""Origin"": ""\n\\[\n\\begin{cases}\n\\hline\n제트 & [INEQUAL 1]일 때 피 \\\\\n\\hline\n일점영 & 영점삼사 \\\\\n일점오 & 영점사삼 \\\\\n이점영 & 영점사팔 \\\\\n이점오 & 영점사구 \\\\\n\\hline\n\\end{cases}\n\\]"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""영은 대문자 제트보다 작거나 같고, 대문자 제트는 소문자 제트보다 작거나 같다.""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에이""
    },
    ""Latex_2"": {
        ""Origin"": ""에이""
    },
    ""Latex_3"": {
        ""Origin"": ""\n\\[\n\\begin{cases}\n\\hline\n제트 & [영은 대문자 제트보다 작거나 같고, 대문자 제트는 소문자 제트보다 작거나 같다.]일 때 피 \\\\\n\\hline\n일점영 & 영점삼사 \\\\\n일점오 & 영점사삼 \\\\\n이점영 & 영점사팔 \\\\\n이점오 & 영점사구 \\\\\n\\hline\n\\end{cases}\n\\]"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""영은 대문자 제트보다 작거나 같고, 대문자 제트는 소문자 제트보다 작거나 같다.""
        }
    }
}","문제
어떤 학생이 정답이 한 개인 오지선다형 문제 100개에 임의로 답을 할 때 에이 개 이상의 문제를 맞힐 확률이 0.02라 한다. 오른쪽 표준정규분포표를 이용하여 상수 에이의 값을 구하시오.

\[
\begin{cases}
\hline
제트 & 영은 대문자 제트보다 작거나 같고, 대문자 제트는 소문자 제트보다 작거나 같다.일 때 피 \\
\hline
일점영 & 영점삼사 \\
일점오 & 영점사삼 \\
이점영 & 영점사팔 \\
이점오 & 영점사구 \\
\hline
\end{cases}
\]",표 인식(OCR),
./img/question_1219.png,"문제
8개의 문자 [Latex_1]를 일렬로 나열할 때 [Latex_2]와 [Latex_3] 사이에 2개의 문자가 올 확률을 구하시오","{
    ""Latex_1"": {
        ""Origin"": ""\\(c, o, m, p, u, t, e, r\\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\(c\\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\(r\\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""씨, 오, 엠, 피, 유, 티, 이, 알""
    },
    ""Latex_2"": {
        ""Origin"": ""씨""
    },
    ""Latex_3"": {
        ""Origin"": ""알 소문자""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""씨, 오, 엠, 피, 유, 티, 이, 알""
    },
    ""Latex_2"": {
        ""Origin"": ""씨""
    },
    ""Latex_3"": {
        ""Origin"": ""알 소문자""
    }
}","문제
8개의 문자 씨, 오, 엠, 피, 유, 티, 이, 알을 일렬로 나열할 때 씨와 알 소문자 사이에 2개의 문자가 올 확률을 구하시오.",,
./img/question_1225.png,"문제
부등식 [Latex_1]를 만족시키는 음이 아닌 정수해 [Latex_2]의 순서쌍 [Latex_3]의 개수는

선지
1 20
2 25
3 30
4 35
5 40","{
    ""Latex_1"": {
        ""Origin"": ""\\( [INEQUAL 1] \\)"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""x + y + z < 5""
        }
    },
    ""Latex_2"": {
        ""Origin"": ""\\( x, y, z \\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\((x, y, z)\\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""[INEQUAL 1] 부등식"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""엑스 더하기 와이 더하기 제트는 오보다 작다.""
        }
    },
    ""Latex_2"": {
        ""Origin"": ""엑스, 와이, 제트""
    },
    ""Latex_3"": {
        ""Origin"": ""\n엑스, 와이, 제트""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""[엑스 더하기 와이 더하기 제트는 오보다 작다.] 부등식"",
        ""Inequal_list"": {
            ""[INEQUAL 1]"": ""엑스 더하기 와이 더하기 제트는 오보다 작다.""
        }
    },
    ""Latex_2"": {
        ""Origin"": ""엑스, 와이, 제트""
    },
    ""Latex_3"": {
        ""Origin"": ""\n엑스, 와이, 제트""
    }
}","문제  
부등식 엑스 더하기 와이 더하기 제트는 오보다 작다를 만족시키는 음이 아닌 정수해 엑스, 와이, 제트의 순서쌍의 개수는

선지  
1 20  
2 25  
3 30  
4 35  
5 40",요소 누락(Merge),
./img/question_1252.png,"문제
오른쪽 그림과 같은 도로망이 있다 [Latex_1] 지점에서 [Latex_2] 지점까지 최단 거리로 갈 때 선분 [Latex_3]를 거쳐 가는 경우의 수를 구하시오","{
    ""Latex_1"": {
        ""Origin"": ""\\(A\\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\(B\\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\(PQ\\)""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에이""
    },
    ""Latex_2"": {
        ""Origin"": ""비""
    },
    ""Latex_3"": {
        ""Origin"": ""피큐""
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""에이""
    },
    ""Latex_2"": {
        ""Origin"": ""비""
    },
    ""Latex_3"": {
        ""Origin"": ""피큐""
    }
}","문제
오른쪽 그림과 같은 도로망이 있다. 에이 지점에서 비 지점까지 최단 거리로 갈 때 선분 피큐를 거쳐 가는 경우의 수를 구하시오.",,
./img/question_1257.png,"문제
여섯 개의 숫자 0 1 2 3 4 5 중 서로 다른 세 숫자를 사용하여 세 자리 자연수를 만들 때 만든 수가 짝수일 확률을 구하시오",,,,,,
./img/question_1263.png,"문제
[Latex_1]","{
    ""Latex_1"": {
        ""Origin"": ""\\(\n\\left(ax + [FRAC 1]\\right)^4 의 전개식에서 상수항이 54일 때, 양수  a 의 값을 구하시오.\n\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{1}{x}""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""\n왼쪽 괄호 에이엑스 더하기 [FRAC 1]의 사제곱의 전개식에서 상수항이 오십사일 때, 양수 에이의 값을 구하시오."",
        ""Frac_list"": {
            ""[FRAC 1]"": ""엑스 분의 일  ""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""\n왼쪽 괄호 에이엑스 더하기 [엑스 분의 일]의 사제곱의 전개식에서 상수항이 오십사일 때, 양수 에이의 값을 구하시오."",
        ""Frac_list"": {
            ""[FRAC 1]"": ""엑스 분의 일  ""
        }
    }
}","문제: 왼쪽 괄호 에이엑스 더하기 엑스 분의 일의 사제곱의 전개식에서 상수항이 오십사일 때, 양수 에이의 값을 구하시오.",괄호,
./img/question_1286.png,"문제
확률변수 [Latex_1]의 확률분포가 다음 표와 같을 때 확률변수 [Latex_2]의 표준편차를 구하시오

[Latex_3]","{
    ""Latex_1"": {
        ""Origin"": ""\\(X\\)""
    },
    ""Latex_2"": {
        ""Origin"": ""\\(Y = 3X - 7\\)""
    },
    ""Latex_3"": {
        ""Origin"": ""\\(\n\\begin{cases}\nX & -2 & -1 & 0 & 합계 \\\\\n\\hline\nP(X = x) & [FRAC 1] & [FRAC 2] & [FRAC 3] & 1 \\\\\n\\end{cases}\n\\)"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""\\frac{4}{9}"",
            ""[FRAC 2]"": ""\\frac{4}{9}"",
            ""[FRAC 3]"": ""\\frac{1}{9}""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""와이는 삼엑스 빼기 칠""
    },
    ""Latex_3"": {
        ""Origin"": ""\n엑스가 마이너스 이, 마이너스 일, 영, 합계일 때, 피엑스는 각각 [FRAC 1], [FRAC 2], [FRAC 3], 일\n"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""구 분의 사  "",
            ""[FRAC 2]"": ""구 분의 사  "",
            ""[FRAC 3]"": ""구 분의 일  ""
        }
    }
}","{
    ""Latex_1"": {
        ""Origin"": ""엑스""
    },
    ""Latex_2"": {
        ""Origin"": ""와이는 삼엑스 빼기 칠""
    },
    ""Latex_3"": {
        ""Origin"": ""\n엑스가 마이너스 이, 마이너스 일, 영, 합계일 때, 피엑스는 각각 [구 분의 사], [구 분의 사], [구 분의 일], 일\n"",
        ""Frac_list"": {
            ""[FRAC 1]"": ""구 분의 사  "",
            ""[FRAC 2]"": ""구 분의 사  "",
            ""[FRAC 3]"": ""구 분의 일  ""
        }
    }
}","문제
확률변수 엑스의 확률분포가 다음 표와 같을 때 확률변수 와이는 삼엑스 빼기 칠의 표준편차를 구하시오.

엑스가 마이너스 이, 마이너스 일, 영일 때, 피엑스는 각각 구 분의 사, 구 분의 사, 구 분의 일, 합계는 일입니다.",표 인식(OCR),
